:1292074686,:1291088108,:959321332,:4827857520,:2104802484,:4095261547,:4095261548,:959321336,:959321346,:1795408838,:2106828915,:2104802801,:959321353,:959321352,:1585002203,:4145235902,:4145235905,:1822548122,:1997865821,:1679437732,:960371780,:2105156073,:1811295276,:2521057322,:2521057323,:2521057321,:3021858645,:3021858643,:2207978905,:2207978909,:1293865176,:956045130,:674109845,:2207978944,:1149162187,:995120373,:1788358334,:5272050381,:2025342874,:677603599,:2207979205,:2343553962,:2521057331,:289360361,:1596139695,:1568934951,:1596139743,:1146884255,:1148044606,:1740643349,:2885950793,:2885950790,:2885950791,:4084069698,:1313259072,:4084069713,:4084069719,:4084069724,:4084069728,:4084069730,:4084069736,:4084069740,:4084069745,:4084069753,:4084069767,:2287066759,:2060277989,:1143797999,:1537286334,:1600810412,:1146899610,:1133811481,:1882967011,:26900769,:1778254905,:2047684261,:1911036067,:2093703717,:2396604795
:2147041720,:1783087704,:1783087703,:2123547179,:1783087686,:1568120235,:1568120223,:1669240117,:1739805630,:2329531575,:2360924080,:2360924076,:2360924069,:2073468937,:2422333891,:2073467372,:2073466686,:2073464453,:2072905269,:2072905265,:2072905163,:2072905158,:2103520783,:1959944300,:1959944298,:1844513659,:1997865858,:2087326366,:2186943242,:1883568600,:2038695552,:2042751542,:1882967276,:1882967272,:1882967238,:1127779935,:1882967234,:1882967187,:1882967147,:2069654884,:2093703721,:2093703719,:2093703717,:2396604795
:4004729374,:1693824856,:1117203658,:1117203604,:2016202557,:3209278484,:1585322931,:2126639725,:3228449595,:3228447490,:3228469852,:2916535748,:2206978036,:289359568,:838449414,:1071201165,:1071201225,:1134272264,:1134272383,:1134272472,:1707446111,:3772363804,:4040930128,:288446875,:1937173535,:1784925705,:1588599468,:1883627676,:1883627675,:1844513590,:1740643389,:1604000516,:1583870981,:1858933474,:4072004940,:2093703723,:2093703719,:2093703717,:2396604795
:1200565010,:1198005082,:1198005083,:1137186911,:1646034621,:1646034628,:2085394860,:2085394925,:1202271312,:1823996696,:1823997498,:1477085898,:1477085902,:1678893013,:2834762178,:1477085917,:3457483826,:1477085929,:3457478951,:3457478964,:1477085934,:1477085941,:1477085943,:1477085948,:3457477244,:2086878009,:2086878144,:1976546110,:2086878089,:1656427865,:1794636619,:2105155002,:1656427830,:1795401183,:2363199950,:2503332372,:2503332375,:1915121575,:3880479987,:1915121577,:1796018005,:2104801915,:2104801921,:1795404289,:1832907501,:2329775139,:2329775141,:2329775143,:1795404640,:1822548080,:1825136135,:288550625,:1183428369,:947964623,:26900760,:26900762,:677603598,:289360363,:278824586,:1137226306,:26900769,:1778254905,:2047684261,:1911036067,:2093703717,:2396604795
:2342089620,:1578526210,:2058894134,:2474048008,:2058894087,:2729889554,:3761927328,:2292987831,:2058893885,:2058893898,:1067707072,:1067707078,:1578526197,:1163779174,:1163779027,:2131339687,:2131339690,:2355372268,:2355372277,:1880549168,:2355372306,:2746580203,:2746580204,:1880549220,:1880549269,:2142252760,:1584094383,:1946710454,:1823996488,:2085394860,:2085394925,:1202271312,:1823996696,:1823997498,:1477085898,:1477085902,:1678893013,:2834762178,:1477085917,:3457483826,:1477085929,:3457478951,:3457478964,:1477085934,:1477085941,:1477085943,:1477085948,:3457477244,:2086878009,:2086878144,:1976546110,:2086878089,:1656427865,:1794636619,:2105155002,:1656427830,:1795401183,:2363199950,:2503332372,:2503332375,:1915121575,:3880479987,:1915121577,:1796018005,:2104801915,:2104801921,:1795404289,:1832907501,:2329775139,:2329775141,:2329775143,:1795404640,:1822548080,:1825136135,:288550625,:1183428369,:947964623,:26900760,:26900762,:677603598,:289360363,:278824586,:1137226306,:26900769,:1778254905,:2047684261,:1911036067,:2093703717,:2396604795
:2733164251,:1644878634,:1644878636,:1644878639,:1578526052,:639051206,:1430342414,:1430342415,:1430342412,:1578526101,:1224731403,:1224731405,:1224725876,:2058894203,:2131339655,:2746580203,:2746580204,:1880549220,:1880549269,:2142252760,:1584094383,:1946710454,:1823996488,:2085394860,:2085394925,:1202271312,:1823996696,:1823997498,:1477085898,:1477085902,:1678893013,:2834762178,:1477085917,:3457483826,:1477085929,:3457478951,:3457478964,:1477085934,:1477085941,:1477085943,:1477085948,:3457477244,:2086878009,:2086878144,:1976546110,:2086878089,:1656427865,:1794636619,:2105155002,:1656427830,:1795401183,:2363199950,:2503332372,:2503332375,:1915121575,:3880479987,:1915121577,:1796018005,:2104801915,:2104801921,:1795404289,:1832907501,:2329775139,:2329775141,:2329775143,:1795404640,:1822548080,:1825136135,:288550625,:1183428369,:947964623,:26900760,:26900762,:677603598,:289360363,:278824586,:1137226306,:26900769,:1778254905,:2047684261,:1911036067,:2093703717,:2396604795
:1776143846,:3741935200,:1764503174,:1764503172,:1764503157,:1764503147,:2322073882,:1136288857,:2323509430,:2323509151,:1160660325,:2323508689,:2323508524,:1160660339,:3447398206,:3447397655,:959343165,:3447389943,:1136233212,:2753259245,:3014286851,:302051224,:280810667,:3014286846,:3014286837,:3014286836,:3014286835,:290479756,:4253471045,:4253471044,:1116758102,:2577175135,:1119277149,:1191080426,:275940189,:278812263,:5174472624,:2982920388,:275940357,:1141256507,:1949531778,:280077979,:280076435,:280076433,:4838192150,:2360924212,:2360924197,:2503332496,:2503332489,:2320791033,:2299528682,:2119524338,:2299528674,:3037190998,:3037190992,:2387858700,:2387858673,:4192417013,:2376238329,:2297541007,:2297540967,:2329531248,:2317690348,:1883627679,:4203161004,:2889601711,:5043089161,:2040607563,:5043089166,:2040607562,:2040607560,:2453368865,:2059382240,:1844513590,:1740643389,:1604000516,:1583870981,:1858933474,:4072004940,:2093703723,:2093703719,:2093703717,:2396604795
:5110725435,:1892289262,:1148079392,:1242810141,:1892289273,:1264615499,:1148079673,:1242808033,:1892289307,:1892289314,:1148079442,:1148080147,:1148561330,:1148079793,:1148561378,:1148583382,:1148583469,:1148583304,:1152719161,:1152725508,:1152719133,:2357563997,:2357564074,:2357564292,:2357564842,:2357565877,:3649647489,:2193744724,:2193744733,:1146897362,:1146897533,:2327608694,:2539969630,:1136157436,:924092647,:1136152637,:4829281330,:4829281331,:1605670287,:1796616549,:1468086406,:4129071573,:1468086403,:4129071574,:4129071572,:1255927257,:955846637,:637608206,:992866276,:1136061370,:1135901626,:1116719239,:288550625,:1183428369,:947964623,:26900760,:26900762,:677603598,:289360363,:278824586,:1137226306,:26900769,:1778254905,:2047684261,:1911036067,:2093703717,:2396604795
:1279282563,:1216752102,:1067518726,:1183467354,:1067519572,:1067518691,:1096232800,:1067476796,:1139571231,:26901226,:1799992317,:312177146,:1554690842,:4389832451,:4389832452,:1096232776,:312177148,:26901215,:1744063122,:635948213,:637553884,:2518598281,:279019102,:1500507182,:633534445,:2030506319,:1155128533,:1178131368,:26900706,:26900705,:914452311,:1555727446,:635964720,:1192749868,:1560684955,:1297578923,:1904636340,:1904636344,:1904636351,:1904636380,:1904636381,:1560716370,:1163734455,:644975968,:1132344536,:1137194630,:1140545591,:1140545573,:1137194629,:1132304636,:1137179629,:1139243389,:635978838,:3935792706,:1272301164,:1132784712,:2376430514,:2376430517,:1139440015,:1139439999,:1915121572,:1403127047,:2109465362,:2086349856,:2086349780,:1925834569,:1477085898,:1477085902,:1678893013,:2834762178,:1477085917,:3457483826,:1477085929,:3457478951,:3457478964,:1477085934,:1477085941,:1477085943,:1477085948,:3457477244,:2086878009,:2086878144,:1976546110,:2086878089,:1656427865,:1794636619,:2105155002,:1656427830,:1795401183,:2363199950,:2503332372,:2503332375,:1915121575,:3880479987,:1915121577,:1796018005,:2104801915,:2104801921,:1795404289,:1832907501,:2329775139,:2329775141,:2329775143,:1795404640,:1822548080,:1825136135,:288550625,:1183428369,:947964623,:26900760,:26900762,:677603598,:289360363,:278824586,:1137226306,:26900769,:1778254905,:2047684261,:1911036067,:2093703717,:2396604795
:2356580263,:1440761728,:1255743388,:1255743322,:1437729360,:2356580592,:1130764801,:1130764780,:1130764867,:1130764632,:1557317547,:2356580270,:1236611186,:1177089393,:1177089626,:1177089612,:1177089345,:1067520086,:1067520430,:1067519586,:1067519037,:1067518587,:1067518775,:1067519255,:2772111776,:1145407458,:1067519427,:1891644100,:1891644117,:1067518828,:1611968311,:1148682455,:2355266963,:1154057891,:1154057949,:1154058013,:1154058192,:1154058002,:1154058159,:734348225,:1368964458,:1209038096,:1795374658,:1795374666,:1795374680,:2193354376,:1468086398,:1468086394,:1605670287,:1796616549,:1468086406,:4129071573,:1468086403,:4129071574,:4129071572,:1255927257,:955846637,:637608206,:992866276,:1136061370,:1135901626,:1116719239,:288550625,:1183428369,:947964623,:26900760,:26900762,:677603598,:289360363,:278824586,:1137226306,:26900769,:1778254905,:2047684261,:1911036067,:2093703717,:2396604795
